,sentences
1809,"So, the researchers lowered the dose from 450 mg to 300 mg. 2 patients took 450 mg of QBW251 62 patients took 300 mg of QBW251 To check your overall health and your lungs, the trial staff: checked your heart health and your COPD symptoms before and after taking the trial treatment checked how well your lungs were working took blood, saliva, and urine samples asked questions about how you felt and any other medicines you were taking There was a follow-up period that lasted 4 weeks."
1810,All the patients took a placebo twice a day for 4 weeks.
1811,"This way, the researchers would know if any long term effects they saw were due to the trial drug and not due to other reasons."
1812,"During the follow-up period, the trial staff: checked your COPD symptoms and how well your lungs were working checked how you were feeling and what medicines you were taking 4 Clinical Trial Results The chart below shows how the trial was done."
1813,During trial Visits 3-7 2 patients took 450 mg of QBW251 twice a day 62 patients took 300 mg of QBW251 twice a day 28 patients took the placebo twice a day Follow-up Visit 8 Patients took the placebo twice a day for 4 weeks Up to 6 weeks Before trial Visits 1-2 Trial staff took up to 4 weeks to make sure patients could join the trial Patients took the placebo twice a day for 2 weeks 4 weeks 4 weeks What were the results of the trial?
1819,The results for some patients are not included in the results below.
1820,"This is because: some patients did not complete 28 days of treatment for some patients, too much time passed between their last dose and their visit on Day 29 Did QBW251 help the patients lungs work more evenly?"
1822,QBW251 did not help the patients lungs work more evenly.
1823,The researchers used a test that measured how evenly air got in and out of the lungs.
1824,The test is called the lung clearance index.
1825,The test was done both before the patients took the first dose and 28 days after the patients started treatment.
1826,Each patient was given a score based on this test.
1827,Lower scores meant the patients lungs worked more evenly.
1828,The difference between the patients who took QBW251 and the patients who took the placebo was too small for the researchers to know if QBW251 helped patients lungs work more evenly than the placebo.
1829,The difference seen could have been due to chance.
1830,"5 Clinical Trial Results After 28 days of treatment, the researchers found that: Patients who took QBW251 had an average decrease in points of 0.03."
1831,Patients who took the placebo had an average decrease in points of 0.16.
1832,"Overall, the researchers found that the lungs of the patients who took QBW251 did not work more evenly after 28 days of treatment compared to patients who took the placebo."
1833,The figure below shows the changes in how evenly air got in and out of the lungs after 28 days of treatment.
1834,1.0 0.8 0.6 0.4 0.2 0.0 0.2 0.03 0.16 QBW251 Average change in how evenly air got in and out of lungs C ha ng e in p oi nt s Placebo 0.4 Patients lungs worked less evenly Patients lungs worked more evenly Did QBW251 help the patients lungs in other ways?
1835,"During the treatment period, the researchers learned if QBW251 helped patients with COPD and chronic bronchitis more than the placebo did."
1836,The researchers measured 5 main things after 28 days of treatment to learn: 1. how much air the patients breathed out in 1 second 2. the total amount of air the patients could breathe out 3. the total amount of air the patients lungs could hold 4. how much air got trapped in the lungs after the patients breathed out 5. how well the patients lungs moved a gas called carbon monoxide from the air into the blood 6 Clinical Trial Results 1.
1837,How much air the patients breathed out in 1 second The researchers found that QBW251 increased how much air the patients could breathe out in 1 second.
1838,"Before and after treatment, the researchers measured how much air the patients could breathe out in 1 second."
1839,"If the average change in this amount had increased after 28 days of treatment, this meant that the patients could breathe out more air in 1 second."
1840,"This difference was measured in liters, also called L. The researchers tested this before and after patients used an inhaler to make sure the changes were due to the trial drug."
1841,The researchers found that: Average change in the amount of air patients breathed out in 1 second QBW251 (51 patients) Placebo (23 patients) Before the inhaler 0.04 L -0.02 L QBW251 (51 patients) Placebo (24 patients) After the inhaler 0.05 L -0.02 L 2.
1842,The total amount of air the patients could breathe out The researchers found that QBW251 increased the total amount of air that the patients could breathe out.
1843,"Before and after treatment, the researchers measured how much air the patients could breathe out after taking a deep breath."
1844,"If the average change in this amount had increased after 28 days of treatment, this meant that the patients could breathe out more air."
1845,The researchers also tested this before and after the patients used an inhaler to make sure the changes were due to the trial drug.
1846,The researchers found that: Average change in the total amount of air patients could breathe out QBW251 (51 patients) Placebo (23 patients) Before the inhaler 0.07 L 0.01 L QBW251 (51 patients) Placebo (24 patients) After the inhaler 0.03 L 0.01 L 7 Clinical Trial Results 3.
