,sentences
2612,Both patients were from Germany.
2614,Both patients received birth control medicine and nintedanib.
2615,The patients and their doctors knew which treatment they were given.
2616,"On the first test day, patients took a tablet of the birth control medicine (30 micrograms of ethinylestradiol plus 150 micrograms of levonorgestrel)."
2617,Blood samples were collected.
2618,"Before the second test day, patients had taken 2 tablets of nintedanib (200 milligrams) each day for at least a week."
2619,"On the second test day, patients took another tablet of birth control medicine together with nintedanib."
2621,Researchers checked how much birth control medicine was in patients' blood on test days 1 and 2.
2625,The study was stopped early.
2626,There were not enough patients to reach clear conclusions about the results of the study.
2629,"In this study, 1 out of 2 patients had an unwanted effect of diarrhoea."
2630,1 out of 2 patients had an unwanted effect of pain in arms or legs (extremities).
2631,05 September 2018 BI 1199.238 Page 3 of 3Are there follow-up studies?
2632,Another study to check if nintedanib has an effect on birth control medicine will be conducted in the future.
2633,"If more clinical studies with nintedanib are done, they may be found on the public websites listed below."
2636,You can find the scientific summaries of the study results at these websites:www.trials.boehringer-ingelheim.com search for the study number: 1199.238www.clinicaltrials.gov search for the NCT number: NCT02751385The sponsor of this study was Boehringer Ingelheim.
2637,The full title of the study is: A Phase I trial to investigate the effect of nintedanib on the pharmacokinetics of a combination of ethinylestradiol and levonorgestrel in patients with non-small cell lung cancer .
2645,Icons Fotolia by Matthias Enterhttp://www.trials.boehringer-ingelheim.com/http://www.clinicaltrials.gov What was this study about?
2655,Lay summary 1275.19BI 1275.1926 Jan 2018 Page 1 of 6This is a summary of a clinical study in type 2 diabetes.
2658,The simplified title for the study is: Efficacy and safety of empagliflozin combined with linagliptin in Japanese patients with type 2 diabetes .
2660,"Through your participation, you helped researchers answer important questions about empagliflozin combined with linagliptin forthe treatment of type 2 diabetes."
2662,This study tested an empagliflozin/linagliptin combination to treat Japanese patients with type 2 diabetes.
2663,Researchers wanted to know how well the combination worked compared with linagliptin alone when taken for 24 weeks by these patients.
2664,The combination was given as a single tablet.
2665,"During the study, researchers also collected information on side effects ofthe study medicines during 52 weeks of treatment."
2666,This study started in May 2015 and finished in March 2017.
2669,Patients may be able to control their blood sugar levels by following a diet and exercise plan.
2670,"Sometimes, medicine may be needed as well."
2671,There is a need to develop medicines that allow patients to control their blood sugar levels over long periods of time with fewer side effects.
2672,Linagliptin is often used to control blood sugar levels.
2673,"When linagliptin alone does not control the blood sugar levels, additional medicines may be needed."
2674,"In this study, researchers tested a tablet containing linagliptin and empagliflozin."
2675,Combining multiple medicines in 1 tablet reduces the number of tablets that patients have to take.
2677,"In this study, the researchers tested a combination of 2 medicines that are used to treat type 2 diabetes: Empagliflozin: Empagliflozin helps the kidney to remove sugar from the blood."
2678,The sugar is removed in the urine.
2679,Empagliflozin belongs to a class of medicines called SGLT-2 inhibitors.
2680,Linagliptin: Linagliptin helps the body to produce more insulin.
2681,More insulin lowers the amount of sugar in the blood.
2682,Linagliptin belongs to a class of medicines called DPP-4 inhibitors.
2683,BI 1275.1926 Jan 2018 Page 2 of 6Who participated in the study?
2684,Patients in this study had type 2 diabetes.
2685,"They had followed a diet and exercise plan, but still had high blood sugar."
2686,"Some patients had not been treated for their diabetes, and others had taken 1 oral antidiabetic medicine."
2687,A total of 275 patients took part in the comparison of the combination treatment with the linagliptin treatment: 214 men (78%) and 61 women (22%).
2689,The youngest patient was 32 years old and the oldest patient was 82 years old.
2690,The study was done in Japan.
2692,"At the beginning of the study, patients took 5 milligrams (mg) of linagliptin daily for 16 weeks."
2693,"After this, the patients who still had high blood sugar continued the study."
2694,"They participated in the Main Phase of the study, followed by the Extension Phase."
2695,Main Phase (24 weeks)The patients were divided into 2 treatment groups: Two thirds of the patients took a tablet containing 10 mg of empagliflozin and 5 mg of linagliptin.
2696,The remaining one third of the patients took only 5 mg of linagliptin.
2697,It was decided by chance which patient got into which group.
2698,Neither the patients nor the study doctors knew which study medicines the patients took.
2699,The patients took their medicines each day for 24 weeks.
2700,"Extension Phase (28 weeks)After the Main Phase, patients continued in the same treatment groups for an additional28 weeks."
2701,"If patients still had high blood sugar after treatment with the combination in the Main Phase, they received a higher dose in the Extension Phase (a tablet containing 25 mg of empagliflozin and 5 mg of linagliptin)."
2702,The Extension Phase allowed researchers to learn about the long-term effects of the medicines.
2703,The researchers wanted to know how the medicines affected the amount of sugar in the blood.
2704,"To do this, they measured the amount of a protein called glycated haemoglobin (HbA1c) in the blood."
2705,Patients whose blood sugar is not well controlled have high HbA1c levels.
2706,The researchers compared the patients HbA1c levels at the beginning of the Main Phase with their levels after 24 weeks of treatment.
2707,"In addition, they collected information on the side effects of the study medicines."
2708,BI 1275.1926 Jan 2018 Page 3 of 6What were the results of this study?
2710,Was there a greater reduction in HbA1c levels in patients who took the combination?
2712,"After 24 weeks of treatment, there was a greater reduction in HbA1c levels in patients who took the empagliflozin/linagliptin combination than in patients who took linagliptin alone."
2714,They found that the difference in results between the treatment groups was not likely due to chance.
2715,The picture below shows the average change in the HbA1c level from the beginning of the Main Phase to after 24 weeks of treatment for each group.
2716,The HbA1c level decreased by 0.93% in patients who took the empagliflozin/linagliptin combination over 24 weeks.
2717,The HbA1C level increased by 0.21% in patients who took linagliptin alone.
2718,-0.930.2110 mg Empagliflozin/ 5 mg Linagliptin5 mg Linagliptin aloneChange in HbA1C (%) after 24 weeksBI 1275.1926 Jan 2018 Page 4 of 6What side effects did patients have?
