origin;sent_id;sentence;entity_count;BERN_extracted_ngram;BERN_entity_type;msh_id;MESHtoCUIs
wiki_fully;1340;From May to October 2000, an outbreak of tularemia in Martha's Vineyard resulted in one fatality, and brought the interest of the CDC as a potential investigative ground for aerosolized Francisella tularensis.;1;tularemia;disease;D014406;['C0041351']
wiki_fully;1340;From May to October 2000, an outbreak of tularemia in Martha's Vineyard resulted in one fatality, and brought the interest of the CDC as a potential investigative ground for aerosolized Francisella tularensis.;2;Francisella tularensis;species;Unknown;[]
wiki_fully;1341;"Tularemia (or tularemia; also known as Pahvant Valley plague, rabbit fever, deer fly fever, and Ohara's fever) is a serious infectious disease caused by the bacterium Francisella tularensis.";1;Tularemia;disease;D014406;['C0041351']
wiki_fully;1341;"Tularemia (or tularemia; also known as Pahvant Valley plague, rabbit fever, deer fly fever, and Ohara's fever) is a serious infectious disease caused by the bacterium Francisella tularensis.";2;tularemia;disease;D014406;['C0041351']
wiki_fully;1341;"Tularemia (or tularemia; also known as Pahvant Valley plague, rabbit fever, deer fly fever, and Ohara's fever) is a serious infectious disease caused by the bacterium Francisella tularensis.";3;Pahvant Valley plague;disease;Unknown;[]
wiki_fully;1341;"Tularemia (or tularemia; also known as Pahvant Valley plague, rabbit fever, deer fly fever, and Ohara's fever) is a serious infectious disease caused by the bacterium Francisella tularensis.";4;rabbit fever;disease;D014406;['C0041351']
wiki_fully;1341;"Tularemia (or tularemia; also known as Pahvant Valley plague, rabbit fever, deer fly fever, and Ohara's fever) is a serious infectious disease caused by the bacterium Francisella tularensis.";5;rabbit;species;Unknown;[]
wiki_fully;1341;"Tularemia (or tularemia; also known as Pahvant Valley plague, rabbit fever, deer fly fever, and Ohara's fever) is a serious infectious disease caused by the bacterium Francisella tularensis.";6;deer fly fever;disease;D014406;['C0041351']
wiki_fully;1341;"Tularemia (or tularemia; also known as Pahvant Valley plague, rabbit fever, deer fly fever, and Ohara's fever) is a serious infectious disease caused by the bacterium Francisella tularensis.";7;deer;species;Unknown;[]
wiki_fully;1341;"Tularemia (or tularemia; also known as Pahvant Valley plague, rabbit fever, deer fly fever, and Ohara's fever) is a serious infectious disease caused by the bacterium Francisella tularensis.";8;Ohara's fever;disease;D005334;['C0015967']
wiki_fully;1341;"Tularemia (or tularemia; also known as Pahvant Valley plague, rabbit fever, deer fly fever, and Ohara's fever) is a serious infectious disease caused by the bacterium Francisella tularensis.";9;infectious disease;disease;D003141;['C0009450']
wiki_fully;1341;"Tularemia (or tularemia; also known as Pahvant Valley plague, rabbit fever, deer fly fever, and Ohara's fever) is a serious infectious disease caused by the bacterium Francisella tularensis.";10;Francisella tularensis;species;Unknown;[]
wiki_fully;1342;Carpenter suffered from anorexia nervosa, an eating disorder which was little known at the time.;1;anorexia nervosa;disease;D000856;['C0003125']
wiki_fully;1342;Carpenter suffered from anorexia nervosa, an eating disorder which was little known at the time.;2;eating disorder;disease;D001068;['C0003621', 'C4042784', 'C0013473', 'C0854145']
wiki_fully;1343;She died at age 32 from heart failure caused by complications related to her illness.;1;heart failure;disease;Unknown;[]
wiki_fully;1344;"This is in contrast to later Paralympics that include events for participants that fit into any of five different disability categories; amputation, either congenital or sustained through injury or illness; cerebral palsy; wheelchair athletes; visual impairment, including blindness; Les autres, any physical disability that does not fall strictly under one of the other categories, for example dwarfism or multiple sclerosis.";1;amputation;disease;D000652;['C0002636', 'C0002693', 'C0003102', 'C0086928', 'C1527388']
wiki_fully;1344;"This is in contrast to later Paralympics that include events for participants that fit into any of five different disability categories; amputation, either congenital or sustained through injury or illness; cerebral palsy; wheelchair athletes; visual impairment, including blindness; Les autres, any physical disability that does not fall strictly under one of the other categories, for example dwarfism or multiple sclerosis.";2;cerebral palsy;disease;Unknown;[]
wiki_fully;1344;"This is in contrast to later Paralympics that include events for participants that fit into any of five different disability categories; amputation, either congenital or sustained through injury or illness; cerebral palsy; wheelchair athletes; visual impairment, including blindness; Les autres, any physical disability that does not fall strictly under one of the other categories, for example dwarfism or multiple sclerosis.";3;visual impairment;disease;D014786;['C0018975', 'C0042790', 'C0233771', 'C0271185', 'C0233769', 'C3489704', 'C3665347']
wiki_fully;1344;"This is in contrast to later Paralympics that include events for participants that fit into any of five different disability categories; amputation, either congenital or sustained through injury or illness; cerebral palsy; wheelchair athletes; visual impairment, including blindness; Les autres, any physical disability that does not fall strictly under one of the other categories, for example dwarfism or multiple sclerosis.";4;blindness;disease;D001766;['C0376288', 'C0456909', 'C0221473', 'C0339730', 'C1879328', 'C0271215', 'C0750958', 'C0155003']
wiki_fully;1344;"This is in contrast to later Paralympics that include events for participants that fit into any of five different disability categories; amputation, either congenital or sustained through injury or illness; cerebral palsy; wheelchair athletes; visual impairment, including blindness; Les autres, any physical disability that does not fall strictly under one of the other categories, for example dwarfism or multiple sclerosis.";5;physical disability;disease;Unknown;[]
wiki_fully;1344;"This is in contrast to later Paralympics that include events for participants that fit into any of five different disability categories; amputation, either congenital or sustained through injury or illness; cerebral palsy; wheelchair athletes; visual impairment, including blindness; Les autres, any physical disability that does not fall strictly under one of the other categories, for example dwarfism or multiple sclerosis.";6;dwarfism;disease;D004392;['C0013336']
wiki_fully;1344;"This is in contrast to later Paralympics that include events for participants that fit into any of five different disability categories; amputation, either congenital or sustained through injury or illness; cerebral palsy; wheelchair athletes; visual impairment, including blindness; Les autres, any physical disability that does not fall strictly under one of the other categories, for example dwarfism or multiple sclerosis.";7;multiple sclerosis;disease;D009103;['C0026769', 'C0751324']
wiki_fully;1345;Common examples of non-radioactive carcinogens are inhaled asbestos, certain dioxins, and tobacco smoke.;1;dioxins;drug;Unknown;[]
wiki_fully;1350;When studying human genetic diseases, geneticists often use pedigree charts to represent the inheritance of traits.;1;genetic diseases;disease;D030342;['C0037176', 'C0019247', 'C0950123']
wiki_fully;1351;''Mental illnesses'' are really problems in living.;1;Mental illnesses;disease;D001523;['C0004930', 'C0004936', 'C0376338', 'C4046029']
wiki_fully;1352;In patients at high risk of ventricular fibrillation, the use of an implantable cardioverter defibrillator has been shown to be beneficial.;1;ventricular fibrillation;disease;D014693;['C0042510']
wiki_fully;1353;Ventricular fibrillation is a medical emergency that requires prompt Advanced Life Support interventions.;1;Ventricular fibrillation;disease;D014693;['C0042510']
wiki_fully;1354;On April 26, 1989, Ball died of a dissecting aortic aneurysm at age 77.;1;dissecting aortic aneurysm;disease;Unknown;[]
wiki_fully;1360;After seeing a specialist, it was announced on 12 August 2009 that Coverdale had been suffering from severe vocal fold edema and a left vocal fold vascular lesion.;1;vocal fold edema;disease;Unknown;[]
wiki_fully;1360;After seeing a specialist, it was announced on 12 August 2009 that Coverdale had been suffering from severe vocal fold edema and a left vocal fold vascular lesion.;2;vocal fold vascular lesion;disease;Unknown;[]
wiki_fully;1361;In 1985, Sykes and Coverdale started working on new songs for the next album, but Coverdale soon contracted a serious sinus infection that made recording close to impossible for much of 1986 and which had doctors thinking he might never sing again.;1;sinus infection;disease;D007239;['C3714514']
wiki_fully;1364;When this type of cartilage starts to wear out (a process called arthritis), the joint becomes painful and stiff.;1;arthritis;disease;D001168;['C0003864', 'C0162323']
wiki_fully;1365;Bey died on 30 September 2012 from Parkinson's disease.;1;Parkinson's disease;disease;D010300;['C0030567']
wiki_fully;1366;In 1973, Sattar fell extremely ill with a case of blood poisoning.;1;blood poisoning;disease;D018805;['C0243026', 'C1719672', 'C0036690', 'C0034189']
wiki_fully;1367;Her research is to identify a novel approach to the treatment of Parkinson's disease and Alzheimer's disease.;1;Parkinson's disease;disease;D010300;['C0030567']
wiki_fully;1367;Her research is to identify a novel approach to the treatment of Parkinson's disease and Alzheimer's disease.;2;Alzheimer's disease;disease;D000544;['C0002395', 'C0011265', 'C0750901', 'C0494463', 'C0750900', 'C0276496', 'C0546126']
wiki_fully;1368;After several weeks on the road, Hoon was found dead on the band's tour bus of a heart attack caused by a cocaine overdose, on October 21, 1995 in New Orleans.;1;heart attack;disease;D009203;['C0027051']
wiki_fully;1368;After several weeks on the road, Hoon was found dead on the band's tour bus of a heart attack caused by a cocaine overdose, on October 21, 1995 in New Orleans.;2;cocaine;drug;Unknown;[]
wiki_fully;1369;See ischemic colitis for ischemia of the large bowel Mesenteric ischemia (or Mesenteric ischemia - British English) is a medical condition in which inflammation and injury of the small intestine result from inadequate blood supply.;1;ischemic colitis;disease;D017091;['C0162529']
wiki_fully;1369;See ischemic colitis for ischemia of the large bowel Mesenteric ischemia (or Mesenteric ischemia - British English) is a medical condition in which inflammation and injury of the small intestine result from inadequate blood supply.;2;ischemia of the large bowel;disease;D007410;['C0021831']
wiki_fully;1369;See ischemic colitis for ischemia of the large bowel Mesenteric ischemia (or Mesenteric ischemia - British English) is a medical condition in which inflammation and injury of the small intestine result from inadequate blood supply.;3;Mesenteric ischemia;disease;Unknown;[]
wiki_fully;1369;See ischemic colitis for ischemia of the large bowel Mesenteric ischemia (or Mesenteric ischemia - British English) is a medical condition in which inflammation and injury of the small intestine result from inadequate blood supply.;4;Mesenteric ischemia;disease;Unknown;[]
wiki_fully;1369;See ischemic colitis for ischemia of the large bowel Mesenteric ischemia (or Mesenteric ischemia - British English) is a medical condition in which inflammation and injury of the small intestine result from inadequate blood supply.;5;inflammation;disease;D007249;['C0021368']
wiki_fully;1369;See ischemic colitis for ischemia of the large bowel Mesenteric ischemia (or Mesenteric ischemia - British English) is a medical condition in which inflammation and injury of the small intestine result from inadequate blood supply.;6;injury of the;disease;D014947;['C0043250', 'C3263723', 'C0043251', 'C4046002']
