sent_id;sentence;entity_count;BERN_extracted_ngram;BERN_entity_type;msh_id;MESHtoCUIs
3261;Chase says that cardiac infection is a 10 million to one shot, which makes my idea 10 times better than yours.;1;cardiac infection;disease;D007239;['C3714514']
3263;Start the kid on Unacin for the sinus infection and... what was orange?;1;Unacin;drug;Unknown;[]
3263;Start the kid on Unacin for the sinus infection and... what was orange?;2;sinus;disease;Unknown;[]
3264;Intravenous levothyroxine is an artificial thyroid medication that should take care of it.;1;levothyroxine;drug;D013974;['C0040165', 'C1450018', 'C1450011', 'C1450016', 'C0721340', 'C1450012', 'C0591440', 'C0079691', 'C0721346', 'C0721345', 'C1450025', 'C0733849', 'C1450023', 'C1450022', 'C0733850', 'C0733607', 'C0733848', 'C0728762', 'C0720313', 'C1450015', 'C0939521', 'C1450019', 'C1450013', 'C1450014', 'C1450020', 'C1450021', 'C1450024', 'C1450017']
3265;Also, the nurses are going to start you on Unacin, it's a more targeted antibiotic.;1;Unacin;drug;Unknown;[]
3271;Um, Mom, Dad, this is Mindy.;1;Mindy;gene;Unknown;[]
3276;We've been here long enough to... been here long enough to have Stockholm Syndrome.;1;Stockholm Syndrome;disease;Unknown;[]
3281;Negative for Coxsackie-B virus.;1;Coxsackie-B virus;disease;Unknown;[]
3285;I'm waiting for the Epstein Barr virus.;1;Epstein Barr virus;disease;Unknown;[]
3294;Your Epstein Barr is ready.;1;Epstein;gene;Unknown;[]
3311;And dogs should stop licking themselves, it's not gonna happen.;1;dogs;species;Unknown;[]
3319;The kidney failure.;1;kidney failure;disease;D051437;['C0035078', 'C1565489']
3321;It means the antibiotics didn't cause the kidney failure.;1;kidney failure;disease;D051437;['C0035078', 'C1565489']
3335;I ran a TSH, T3 and T4.;1;TSH;gene;Unknown;[]
3336;Patient's negative for hypothyroidism.;1;hypothyroidism;disease;D007037;['C0020676', 'C0271801', 'C4316995', 'C3665349']
3339;If I'm right and it's a viral infection, one of two things always happens:;1;viral infection;disease;D014777;['C0042769']
3348;Don't look away, the space monkeys will be all over you.;1;monkeys;species;Unknown;[]
3356;I was just being glib.;1;glib;gene;Unknown;[]
3406;36 Vicodin.;1;Vicodin;drug;D000082;['C0000970', 'C0699139', 'C0699142', 'C0699140', 'C0002046', 'C0000964', 'C0729009', 'C0699141', 'C0699138']
3415;The symptoms are pain, swelling, redness, stiffness... not one of which do I see on that board.;1;pain;disease;D010146;['C0030193', 'C0234238', 'C0234230', 'C0458259', 'C0751407', 'C0234254', 'C0458257', 'C0751408']
3415;The symptoms are pain, swelling, redness, stiffness... not one of which do I see on that board.;2;swelling;disease;Unknown;[]
3416;The colchicine, a gout medicine, blocks mitosis and stops cell division, which will result in abdominal pain, rash, nausea, fever, kidney failure, low blood pressure, and will also mess with the bone marrow.;1;colchicine;drug;Unknown;[]
3416;The colchicine, a gout medicine, blocks mitosis and stops cell division, which will result in abdominal pain, rash, nausea, fever, kidney failure, low blood pressure, and will also mess with the bone marrow.;2;gout;disease;C563162;['C0856830']
3416;The colchicine, a gout medicine, blocks mitosis and stops cell division, which will result in abdominal pain, rash, nausea, fever, kidney failure, low blood pressure, and will also mess with the bone marrow.;3;abdominal pain;disease;D015746;['C0000737', 'C3888418']
3416;The colchicine, a gout medicine, blocks mitosis and stops cell division, which will result in abdominal pain, rash, nausea, fever, kidney failure, low blood pressure, and will also mess with the bone marrow.;4;rash;disease;D005076;['C0015230']
3416;The colchicine, a gout medicine, blocks mitosis and stops cell division, which will result in abdominal pain, rash, nausea, fever, kidney failure, low blood pressure, and will also mess with the bone marrow.;5;nausea;disease;D009325;['C0027497']
3416;The colchicine, a gout medicine, blocks mitosis and stops cell division, which will result in abdominal pain, rash, nausea, fever, kidney failure, low blood pressure, and will also mess with the bone marrow.;6;fever;disease;D005334;['C0015967']
3416;The colchicine, a gout medicine, blocks mitosis and stops cell division, which will result in abdominal pain, rash, nausea, fever, kidney failure, low blood pressure, and will also mess with the bone marrow.;7;kidney failure;disease;D051437;['C0035078', 'C1565489']
3426;So even if you're right, no gout medication.;1;gout;disease;C563162;['C0856830']
3460;Lymphoma?;1;Lymphoma;disease;D008223;['C0024299']
3461;Well, we foolishly ruled out lymphoma because his CT scan showed no adenophathy,;1;lymphoma;disease;D008223;['C0024299']
3473;He can't tolerate any cardiac arrhythmia.;1;cardiac arrhythmia;disease;D001145;['C0003811']
3492;You have a little birdie carved on your arm, that tells me you have a high tolerance for humiliation, so I figure it's not hemorrhoids.;1;hemorrhoids;disease;D006484;['C0019112']
3512;This is why colchicine poisoning causes all of these symptoms but not all at once.;1;colchicine poisoning;disease;D011041;['C0032343']
3512;This is why colchicine poisoning causes all of these symptoms but not all at once.;2;colchicine;drug;Unknown;[]
3515;First of all, there's a pain in the abdomen, the rash, the fever... isn't that what you got first?;1;pain;disease;D010146;['C0030193', 'C0234238', 'C0234230', 'C0458259', 'C0751407', 'C0234254', 'C0458257', 'C0751408']
3517;Then it screws up your bone marrow, and then...neuropathy.;1;neuropathy;disease;Unknown;[]
3518;Painful tingling in the fingers and toes.;1;Painful tingling in the fingers and toes;disease;Unknown;[]
3519;Hair loss.;1;Hair loss;disease;Unknown;[]
3525;Apparently colchicine, unless you ingested the colchicine through your contact lens solution, or skin cream, or some other drug you're lying about.;1;colchicine;drug;Unknown;[]
3525;Apparently colchicine, unless you ingested the colchicine through your contact lens solution, or skin cream, or some other drug you're lying about.;2;colchicine;drug;Unknown;[]
3529;Start Brandon on fab fragments, and give him some Tylenol for the hair I pulled out.;1;Tylenol;drug;D000082;['C0000970', 'C0699139', 'C0699142', 'C0699140', 'C0002046', 'C0000964', 'C0729009', 'C0699141', 'C0699138']
3533;The colchicine interferes with the ability of the heart muscle to contract pumping blood, lowering your blood pressure.;1;colchicine;drug;Unknown;[]
3536;The gout medicine OD?;1;gout;disease;C563162;['C0856830']
3537;The fact that I know that it's a gout medicine OD would seem to indicate that the case is already solved.;1;gout;disease;C563162;['C0856830']
3537;The fact that I know that it's a gout medicine OD would seem to indicate that the case is already solved.;2;OD;disease;Unknown;[]
3549;I want Cousin Sharon there.;1;Cousin;drug;Unknown;[]
3560;Yeah, um-um, I have a bit of an upset stomach too, and I think I'm running a fever.;1;fever;disease;D005334;['C0015967']
3563;You'd be curled up in bed with a bowl of chicken soup-- even if you didn't have a horny girl in your bed?;1;chicken;species;Unknown;[]
3573;Hypothyroidism.;1;Hypothyroidism;disease;D007037;['C0020676', 'C0271801', 'C4316995', 'C3665349']
3574;Dad-- This is Mindy.;1;Dad;gene;Unknown;[]
3574;Dad-- This is Mindy.;2;Mindy;gene;Unknown;[]
3590;Ectopy.;1;Ectopy;disease;Unknown;[]
3592;It's an MP3 player.;1;MP3;gene;Unknown;[]
3593;A painful tingling in the fingers and toes.;1;tingling in the fingers and toes;disease;Unknown;[]
3597;L-I really do have a cough.;1;cough;disease;D003371;['C0010200']
3598;You'd be curled up in bed with a bowl of chicken soup-;1;chicken;species;Unknown;[]
3607;Accompanying vasculitis causes nerve damage-;1;vasculitis;disease;D014657;['C0042384']
3607;Accompanying vasculitis causes nerve damage-;2;nerve damage;disease;Unknown;[]
3615;It's a ludicrously long shot that explains every one of those symptoms- except for the cough and the rash.;1;cough;disease;D003371;['C0010200']
3615;It's a ludicrously long shot that explains every one of those symptoms- except for the cough and the rash.;2;rash;disease;D005076;['C0015230']
3644;We foolishly ruled out lymphoma because his C.T. Scan showed no adenopathy,;1;lymphoma;disease;D008223;['C0024299']
3644;We foolishly ruled out lymphoma because his C.T. Scan showed no adenopathy,;2;adenopathy;disease;D008206;['C0024228', 'C0524631', 'C0524632']
3655;The fact that I know it's a gout medicine O.D. Would indicate the case is already solved.;1;gout;disease;C563162;['C0856830']
3661;Yeah, I'm, I've a bit of an upset stomach too, and I think I'm running a fever, I'm just... worried I might be contagious.;1;fever;disease;D005334;['C0015967']
3664;His creatinine's rising.;1;creatinine;drug;Unknown;[]
3669;Well, we foolishly ruled out lymphoma because his CT scan showed no adenopathy,;1;lymphoma;disease;D008223;['C0024299']
3669;Well, we foolishly ruled out lymphoma because his CT scan showed no adenopathy,;2;adenopathy;disease;D008206;['C0024228', 'C0524631', 'C0524632']
3670;I think we should double his dosage of GCSF to temporarily boost his white blood cell count.;1;GCSF;gene;Unknown;[]
3678;I-I really do have a cough.;1;cough;disease;D003371;['C0010200']
3681;I really do have a cough.;1;cough;disease;D003371;['C0010200']
3682;You also have a little rash.;1;rash;disease;D005076;['C0015230']
3714;Yersinia infection?;1;Yersinia infection;disease;D015009;['C0043407', 'C0238528']
3715;You wouldn't get the rash or cough.;1;rash;disease;D005076;['C0015230']
3715;You wouldn't get the rash or cough.;2;cough;disease;D003371;['C0010200']
3716;What about arthritis?;1;arthritis;disease;D001168;['C0003864', 'C0162323']
3717;Accompanying vasculitis causes nerve damage--;1;vasculitis;disease;D014657;['C0042384']
3717;Accompanying vasculitis causes nerve damage--;2;nerve damage;disease;Unknown;[]
3719;Allergy?;1;Allergy;disease;D006967;['C0020517', 'C1527304']
3731;Treat him for sepsis, broad-spectrum antibiotics, and I want a Cort-stim test and an echocardiogram.;1;sepsis;disease;D018805;['C0243026', 'C1719672', 'C0036690', 'C0034189']
3740;So how are we doing on cotton swabs today?;1;cotton;species;Unknown;[]
3753;I am a board-certified diagnostician, with a double specialty of infectious disease and nephrology.;1;infectious disease;disease;D003141;['C0009450']
3753;I am a board-certified diagnostician, with a double specialty of infectious disease and nephrology.;2;nephrology;disease;D007674;['C0022658']
3756;Because for most of you, this job could be done by a monkey with a bottle of Motrin.;1;Motrin;gene;Unknown;[]
3759;And, no, I do not have a pain management problem.;1;pain;disease;D010146;['C0030193', 'C0234238', 'C0234230', 'C0458259', 'C0751407', 'C0234254', 'C0458257', 'C0751408']
3760;I have a pain problem.;1;pain;disease;D010146;['C0030193', 'C0234238', 'C0234230', 'C0458259', 'C0751407', 'C0234254', 'C0458257', 'C0751408']
3817;His creatinine is rising.;1;creatinine;drug;Unknown;[]
3825;The kidney failure was caused by the antibiotics.;1;kidney failure;disease;D051437;['C0035078', 'C1565489']
3826;An abdominal infection causes sepsis, low blood pressure.;1;abdominal infection;disease;Unknown;[]
3826;An abdominal infection causes sepsis, low blood pressure.;2;sepsis;disease;D018805;['C0243026', 'C1719672', 'C0036690', 'C0034189']
3827;Except we checked for abdominal infections.;1;abdominal infections;disease;Unknown;[]
3829;What if the low blood pressure's causing the abdominal pain?;1;abdominal pain;disease;D015746;['C0000737', 'C3888418']
3830;Viral heart infection.;1;Viral heart infection;disease;D014777;['C0042769']
3831;The intestines aren't getting enough blood, and the result is belly pain.;1;belly pain;disease;D010146;['C0030193', 'C0234238', 'C0234230', 'C0458259', 'C0751407', 'C0234254', 'C0458257', 'C0751408']
3834;It explains the cardiomyopathy, the pain, the low B.P., the fever.;1;cardiomyopathy;disease;Unknown;[]
3834;It explains the cardiomyopathy, the pain, the low B.P., the fever.;2;fever;disease;D005334;['C0015967']
3837;It's a ludicrously long shot that explains every one of those symptoms-- except for the cough and the rash.;1;cough;disease;D003371;['C0010200']
3837;It's a ludicrously long shot that explains every one of those symptoms-- except for the cough and the rash.;2;rash;disease;D005076;['C0015230']
3839;Well, anything can cause a rash.;1;rash;disease;D005076;['C0015230']
3840;Cardiac infection.;1;Cardiac infection;disease;D007239;['C3714514']
3842;Mmhmm.;1;Mmhmm;gene;Unknown;[]
3845;Then there's hypothyroidism.;1;hypothyroidism;disease;D007037;['C0020676', 'C0271801', 'C4316995', 'C3665349']
3847;Finally, sinus infection.;1;sinus infection;disease;D007239;['C3714514']
3863;Chase says the cardiac infection is a 10 million-to-1 shot, which makes my idea 10 times better than yours.;1;cardiac infection;disease;D007239;['C3714514']
3869;Start the kid on Unasyn for the sinus infection, and... what was orange?;1;Unasyn;drug;Unknown;[]
3870;My uncle has hypothyroidism.;1;hypothyroidism;disease;D007037;['C0020676', 'C0271801', 'C4316995', 'C3665349']
3872;Intravenous Levothyroxin is an artificial thyroid medication that should take care of it.;1;Levothyroxin;drug;D013974;['C0040165', 'C1450018', 'C1450011', 'C1450016', 'C0721340', 'C1450012', 'C0591440', 'C0079691', 'C0721346', 'C0721345', 'C1450025', 'C0733849', 'C1450023', 'C1450022', 'C0733850', 'C0733607', 'C0733848', 'C0728762', 'C0720313', 'C1450015', 'C0939521', 'C1450019', 'C1450013', 'C1450014', 'C1450020', 'C1450021', 'C1450024', 'C1450017']
3873;Also, the nurses are going to start you on Unasyn.;1;Unasyn;drug;Unknown;[]
3897;We've been here long enough to have Stockholm syndrome.;1;Stockholm syndrome;disease;Unknown;[]
3903;I'm going to the lab to test for viral infections.;1;viral infections;disease;D014777;['C0042769']
3908;I'm waiting for the Epstein-Barr virus.;1;Epstein-Barr virus;disease;Unknown;[]
3919;Your Epstein-Barr is ready.;1;Epstein-Barr;gene;Unknown;[]
3927;I'm Dr. Cuddy.;1;Cuddy;disease;Unknown;[]
3932;He has a sore throat.;1;sore throat;disease;D010612;['C0031350', 'C0242429']
3956;Yeah, and dogs should stop licking themselves.;1;dogs;species;Unknown;[]
3963;Kidney failure.;1;Kidney failure;disease;D051437;['C0035078', 'C1565489']
3964;It's acute interstitial nephritis.;1;interstitial nephritis;disease;D009395;['C0027707', 'C0041349']
3987;Still have the cough.;1;cough;disease;D003371;['C0010200']
3989;His fever is gone.;1;fever;disease;D005334;['C0015967']
3998;The patient's negative for hypothyroidism.;1;hypothyroidism;disease;D007037;['C0020676', 'C0271801', 'C4316995', 'C3665349']
4001;If I'm right and it's a viral infection, one of two things always happen:;1;viral infection;disease;D014777;['C0042769']
4065;Maybe we find some fibrosis.;1;fibrosis;disease;D005355;['C0016059', 'C1623038']
4093;Thirty-six Vicodin.;1;Vicodin;drug;D000082;['C0000970', 'C0699139', 'C0699142', 'C0699140', 'C0002046', 'C0000964', 'C0729009', 'C0699141', 'C0699138']
4109;Uric acid crystals in the joints?;1;Uric acid;drug;Unknown;[]
4112;Because he doesn't have gout.;1;gout;disease;C563162;['C0856830']
4115;The colchicine, a gout medicine, blocks mitosis and stops cell division, which will result in abdominal pain, rash, nausea, fever, kidney failure, low blood pressure... and will also mess with the bone marrow.;1;colchicine;drug;Unknown;[]
4115;The colchicine, a gout medicine, blocks mitosis and stops cell division, which will result in abdominal pain, rash, nausea, fever, kidney failure, low blood pressure... and will also mess with the bone marrow.;2;gout;disease;C563162;['C0856830']
4115;The colchicine, a gout medicine, blocks mitosis and stops cell division, which will result in abdominal pain, rash, nausea, fever, kidney failure, low blood pressure... and will also mess with the bone marrow.;3;abdominal pain;disease;D015746;['C0000737', 'C3888418']
4115;The colchicine, a gout medicine, blocks mitosis and stops cell division, which will result in abdominal pain, rash, nausea, fever, kidney failure, low blood pressure... and will also mess with the bone marrow.;4;rash;disease;D005076;['C0015230']
4115;The colchicine, a gout medicine, blocks mitosis and stops cell division, which will result in abdominal pain, rash, nausea, fever, kidney failure, low blood pressure... and will also mess with the bone marrow.;5;nausea;disease;D009325;['C0027497']
4115;The colchicine, a gout medicine, blocks mitosis and stops cell division, which will result in abdominal pain, rash, nausea, fever, kidney failure, low blood pressure... and will also mess with the bone marrow.;6;fever;disease;D005334;['C0015967']
